pathImg,price,title,hot_line,url,rating_total,producer,Màn hình,Hệ điều hành,Camera sau,Camera trước,CPU,ram,memory,chip,Dung lượng pin,Thiết kế
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Honor-5X.png,Liên hệ,Honor 5X,0969.120.120,https://mobilecity.vn/huawei/honor-5x-prd911.html,0 đánh giá và hỏi đáp,Huawei,Full HD,"Android OS, v5.1.1 Lollipop",13 MP,5 MP,Snapdragon 616 MSM8939v2,2 GB-3 GB,16 GB,2 SIM - 2 Sóng,3000 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Huawei-P8.png,Liên hệ,Huawei P8,0969.120.120,https://mobilecity.vn/huawei/huawei-p8-prd817.html,1 đánh giá và hỏi đáp,Huawei,Full HD,"Android OS, v4.4.2 KitKat",13 MP,8 MP,HiSilicon Kirin 930/935,3 GB,16GB - 64 GB,2 SIM - 2 Sóng,2600 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2018/03/w300/huawei-p20-lite.jpg,Liên hệ,Huawei P20 Lite,0969.120.120,https://mobilecity.vn/huawei/huawei-p20-lite.html,1 đánh giá và hỏi đáp,Huawei,DVGA,Android 8.0 (Oreo),16 MP và 2 MP (2 camera),16 MP,HiSilicon Kirin 659 8 nhân,4 GB,64 GB,2 Nano SIM,3000 mAh,Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2018/02/w300/Huawei-GR5-0.jpg,Liên hệ,Huawei GR5,0969.120.120,https://mobilecity.vn/huawei/huawei-gr5.html,0 đánh giá và hỏi đáp,Huawei,Full HD,Android 5.1 Lollipop,5.0 MP,Có,Qualcomm Snapdragon 616,2GB,16 GB,2 SIM - 2 Sóng,3000 mAh,Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Huawei-P9.png,Liên hệ,Huawei P9,0969.120.120,https://mobilecity.vn/huawei/huawei-p9-prd2142.html,0 đánh giá và hỏi đáp,Huawei,Full HD,"Android OS, v6.0 Marshmallow",12 MP,8 MP,HiSilicon Kirin 955,3 GB - 4 GB,32 GB - 64 GB,2 SIM - 2 Sóng,3000mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/01/w300/honor-magic-v-3-2.jpg,Liên hệ,Honor Magic V,0969.120.120,https://mobilecity.vn/dien-thoai/honor-magic-v.html,0 đánh giá và hỏi đáp,Huawei,"Màn hình gập OLED, 1 tỷ màu, 90Hz, HDR10+","7.9 inches, 2K+ (1984 x 2272 pixels)","Màn hình ngoài OLED, 1 tỷ màu, 120Hz, HDR10+","6.45 inches, Full HD+ (1080 x 2560 pixels)","Android 12, Magic UI 6","50 MP, f/1.9, 23mm (góc rộng, PDAF, Laser AF","50 MP, f/2.0, 20mm (góc rộng), PDAF","50 MP, f/2.2, 13mm, 122˚ (góc siêu rộng)","Quay phim 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10+","42 MP, f/2.4 (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Huawei-X3.png,Liên hệ,Huawei X3,0969.120.120,https://mobilecity.vn/huawei/huawei-x3-prd760.html,0 đánh giá và hỏi đáp,Huawei,Full HD,"Android OS, v4.4.2 KitKat",13 MP,5 MP,Snapdragon 805,2 GB,16 GB-32 GB,2 SIM - 2 Sóng,3000 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Honor-6.png,Liên hệ,Honor 6,0969.120.120,https://mobilecity.vn/huawei/honor-6-prd737.html,0 đánh giá và hỏi đáp,Huawei,Full HD,"Android, v4.4.2 KitKat",13 MP,5 MP,HiSilicon Kirin 920,3 GB,16 GB-32 GB,2 SIM - 2 Sóng,3100 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Honor-4C.png,Liên hệ,Honor 4C,0969.120.120,https://mobilecity.vn/huawei/honor-4c-prd735.html,0 đánh giá và hỏi đáp,Huawei,HD,"Android, v4.4.2 KitKat",13 MP,5 MP,HiSilicon Kirin 620,2 GB,8 GB,2 SIM - 2 Sóng,2550 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2016/11/w300/Huawei-Honor-8.png,Liên hệ,Huawei Honor 8,0969.120.120,https://mobilecity.vn/huawei/huawei-honor-8-prd1861.html,0 đánh giá và hỏi đáp,Huawei,Full HD,"Android OS, v6.0 Marshmallow",12 MP,8 MP,HiSilicon Kirin 950,4 GB,32 GB - 64 GB,2 SIM - 2 Sóng,3000 mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/06/w300/honor-70-mau-xanh-duong.jpg,Liên hệ,Honor 70,0969.120.120,https://mobilecity.vn/dien-thoai/honor-70.html,1 đánh giá và hỏi đáp,Huawei,"OLED, 1 tỷ màu, 120Hz","6.67 inches, Full HD+ (1080 x 2400 pixels)","Android 12, Magic UI 6.1, no Google Play Services","54 MP, f/1.9, (góc rộng), PDAF","50 MP, f/2.2, (góc siêu rộng), AF","2 MP, f/2.4, (chiều sâu)","Quay phim 4K@30fps, 1080p@30/60fps, gyro-EIS","32 MP, f/2.4, (góc rộng)","Quay phim 1080p@30fps, gyro-EIS",Qualcomm SM7325-AE Snapdragon 778G+ 5G (6 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/05/w300/honor-70-pro-trang.png,Liên hệ,Honor 70 Pro,0969.120.120,https://mobilecity.vn/dien-thoai/honor-70-pro.html,2 đánh giá và hỏi đáp,Huawei,"OLED, 1 tỷ màu, 120Hz","6.78 inches, Full HD+ (1200 x 2652 pixels)","Android 12, Magic UI 6.1",Không có Dịch vụ của Google Play,"54 MP, f/1.9, (góc rộng), PDAF","8 MP. f/2.4, (tele), PDAF, OIS, 3x optical zoom","50 MP, f/2.2, 122˚ (góc siêu rộng), AF","Quay phim 4K@30fps, 1080p@30/60fps, gyro-EIS","50 MP, f/2.4, 100˚ (góc siêu rộng)","Quay phim 4K@30fps, 1080p@30fps, gyro-EIS"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/05/w300/honor-70-pro-plus-gold.jpg,Liên hệ,Honor 70 Pro Plus,0969.120.120,https://mobilecity.vn/dien-thoai/honor-70-pro-plus.html,0 đánh giá và hỏi đáp,Huawei,"OLED, 1 tỷ màu, 120Hz","6.78 inches, QHD+ (1200 x 2652 pixels)","Android 12, Magic UI 6.1","54 MP, f/1.9, (góc rộng), PDAF","8 MP. f/2.4, (telephoto), PDAF, OIS, zoom quang học 3x","50 MP, f/2.2, 122˚ (góc siêu rộng), AF","Quay phim 4K@30fps, 1080p@30/60fps, gyro-EIS","50 MP, f/2.4, 100˚ (góc siêu rộng)","Quay phim 4K@30fps, 1080p@30fps, gyro-EIS",MediaTek Dimensity 9000 (4 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/honor-magic-4-pro-1.jpg,25.950.000 ₫,Honor Magic 4 Pro,0969.120.120,https://mobilecity.vn/dien-thoai/honor-magic-4-pro.html,0 đánh giá và hỏi đáp,Huawei,"LTPO OLED, 1 tỷ màu, 120Hz, HDR10+, độ sáng 1000 nits","6.81 inches, Full HD+ (1312 x 2848 pixels)",Aluminosilicate Glass,"Android 12, Magic UI 6","50 MP, f/1.8 (góc rộng, multi-directional PDAF, Laser AF","50 MP, f/2.2, 122˚ (góc siêu rộng)","64 MP, f/3.5, 90mm (telephoto tiềm vọng), PDAF, OIS, 3.5x optical zoom",TOF 3D (đo chiều sâu),"Quay phim 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","12 MP, f/2.4, 100˚ (góc siêu rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/honor-magic-4-vang.jpg,23.450.000 ₫,Honor Magic 4,0969.120.120,https://mobilecity.vn/dien-thoai/honor-magic-4.html,1 đánh giá và hỏi đáp,Huawei,"LTPO OLED, 1B colors, 120Hz, HDR10+, 1000 nits","6.81 inches, Full HD+ (1224 x 2664 pixels)",Cảm biến vân tay dưới màn hình,"Android 12, Magic UI 6, Google Play Services","50 MP, f/1.8, 23mm (góc rộng), multi-directional PDAF, Laser AF","50 MP, f/2.2, 122˚ (góc siêu rộng)","8 MP, f/3.4, (periscope telephoto), PDAF, OIS, 5x optical zoom","Quay phim 4K@30/60fps, 1080p@30/60fps, gyro-EIS, HDR10, 10-bit video","12 MP, f/2.4, 100˚ (góc siêu rộng)","Quay phim 4K@30fps, 1080p@30fps"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/honor-60-se-5g-xanh.jpg,7.950.000 ₫,Honor 60 SE,0969.120.120,https://mobilecity.vn/dien-thoai/honor-60-se.html,16 đánh giá và hỏi đáp,Huawei,"OLED, 120Hz, tỷ lệ 209","6.67 inches, Full HD+ (1080 x 2400 pixels)",Cảm biến vân tay dưới màn hình,"Android 12, Magic UI 5.0","64 MP, (góc rộng), PDAF",Đang cập nhật,MediaTek MT6877 Dimensity 900 5G (6 nm),8 nhân (2x2.4 GHz & 6x2.0 GHz),GPU Mali-G68 MC4,8GB
https://cdn.mobilecity.vn/mobilecity-vn/images/2018/01/w300/Huawei-Nova-2i-1.jpg,5.800.000 ₫,Huawei Nova 2i,0969.120.120,https://mobilecity.vn/huawei/huawei-nova-2i.html,0 đánh giá và hỏi đáp,Huawei,FullHD+,Android 7.0,16 MP + 2 MP,Dual 13 MP + 2 MP,HiSilicon Kirin 659,4GB,64GB,2 Nano SIM,3340mAh,Cảm Ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2018/01/w300/Huawei--Nova-2i-cu.jpg,5.490.000 ₫,Huawei Nova 2i cũ,0969.120.120,https://mobilecity.vn/huawei/huawei-nova-2i-cu.html,5 đánh giá và hỏi đáp,Huawei,FullHD+,Android 7.0,16 MP + 2 MP,Dual 13 MP + 2 MP,HiSilicon Kirin 659,4GB,64GB,2 Nano SIM,3340mAh,Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2018/01/w300/huawei-gr5-2017-04.jpg,3.890.000 ₫,Huawei GR5 2017,0969.120.120,https://mobilecity.vn/huawei/huawei-gr5-2017.html,2 đánh giá và hỏi đáp,Huawei,Full HD,Android 6.0 (Marshmallow),12.0 MP và 2.0 MP(Dual camera),8.0 MP,HiSilicon Kirin 655,3 GB,32 GB,2 SIM - 2 Sóng,3340mAh,"Nguyên khối, mặt kính cong 2.5D"
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/07/w300/9x-pro-tim.jpg,Liên hệ,Honor 9X Pro,0969.120.120,https://mobilecity.vn/huawei/honor-9x-pro.html,7 đánh giá và hỏi đáp,Huawei,"LTPS IPS LCD, Full HD+ (1080 x 2340 pixels), 6.59 inches",Android 9.0 (Pie); EMUI 9.1,3 Camera 48 MP + 8 MP (ultrawide) + 2 MP (depth sensor),"16 MP, dạng Pop-up",HiSilicon Kirin 810 (7 nm),8GB,128GB/256GB,2 SIM,4000 mAh - Hỗ trợ sạc nhanh 10W,"Màn hình Full View, camera Pop-up độc đáo"
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/08/w300/mate-20-x.jpg,16.950.000 ₫,Huawei Mate 20X (5G),0969.120.120,https://mobilecity.vn/huawei/huawei-mate-20x.html,14 đánh giá và hỏi đáp,Huawei,"OLED, 7.2 inches, Full HD+ (1080 x 2244 pixels), Corning Gorilla Glass, DCI-P3, HDR10",Android 9.0 (Pie); EMUI 9.1,3 Camera 40 MP + 20 MP (ultrawide) + 8 MP (telephoto),24 MP,HiSilicon Kirin 980 (7 nm),8GB,256GB,2 SIM hoặc 1 SIM 1 thẻ nhớ,"4200 mAh, sạc nhanh 40W",Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/06/w300/huawei-nova-5-1.jpg,9.950.000 ₫,Huawei Nova 5 Pro,0969.120.120,https://mobilecity.vn/huawei/huawei-nova-5-pro.html,26 đánh giá và hỏi đáp,Huawei,"OLED, Full HD+ (1080x2340 pixels), 6.39 inches","Android 9.0 (Pie), EMUI 9.1",4 Camera 48 MP + 16 MP + 2 MP (macro) + 2 MP (depth sensor),"32 MP, f/2.0",HiSilicon Kirin 980 (7 nm),8 GB,128GB/256GB,1 SIM 1 thẻ nhớ hoặc 2 SIM,"3500 mAh, sạc nhanh 40W (sạc 85% trong 30 phút)",Nguyên khối
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/06/w300/huawei-nova-5i-1.jpg,6.950.000 ₫,Huawei Nova 5i,0969.120.120,https://mobilecity.vn/huawei/huawei-nova-5i.html,4 đánh giá và hỏi đáp,Huawei,"IPS LCD, 6.4 inches, 1080 x 2310 pixels","Android 9.0 (Pie), EMUI 9.1",4 camera ( 24 MP 8 MP  2 MP 2 MP),"24 MP, f/2.0",Hisilicon Kirin 710F,6/8 GB RAM,128 GB,2 Sim,4000 mAh,"Thiết kế 2 mặt kính, màn hình Infinity 0"
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/09/w300/20s-black.jpg,6.450.000 ₫,Honor 20S,0969.120.120,https://mobilecity.vn/huawei/honor-20s.html,16 đánh giá và hỏi đáp,Huawei,"IPS LCD, 6.26 inches, Full HD+ (1080 x 2340 pixels)",Android 9.0 (Pie); Magic 2.1.1,3 Camera 48MP + 8 MP (ultrawide) + 2 MP (macro camera),"32 MP, f/2.0",HiSilicon Kirin 810 (7 nm),6GB/8GB,128 GB,2 SIM,"3750 mAh, sạc nhanh 20W",Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2019/07/w300/9x-black.jpg,4.950.000 ₫,Honor 9X,0969.120.120,https://mobilecity.vn/huawei/honor-9x.html,123 đánh giá và hỏi đáp,Huawei,IPS LCD 6.59 inches 1080 x 2340 pixels,Android 9.0 (Pie); EMUI 9.1,2 Camera 48MP và 2MP,Pop-up 16 MP,HiSilicon Kirin 810 (7 nm),4/6 GB RAM,64-128GB,2 Sim,4000mAh,"Nhỏ gọn, màn hình Fullview"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/gionee-g13-pro-vang.jpg,2.450.000 ₫,Gionee G13 Pro,0969.120.120,https://mobilecity.vn/dien-thoai/gionee-g13-pro.html,5 đánh giá và hỏi đáp,Gionee,"IPS LCD, tỷ lệ 209","6.26 inches, HD+ (720 x 1600 pixels)",HarmonyOS,"13 MP, (góc rộng), PDAF",2 MP,Quay phim 1080p@30fps,5 MP,Quay phim 1080p@30fps,Unisoc Tiger T310 (12nm),4 nhân (1x2.0 GHz & 3x1.8 GHz)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/samsung-galaxy-note-8-2-sim-tim.jpg,4.850.000 ₫,Samsung Galaxy Note 8 - 2 SIM cũ,0969.120.120,https://mobilecity.vn/samsung/samsung-galaxy-note-8-2-sim.html,132 đánh giá và hỏi đáp,Samsung,"Super AMOLED, QHD+ (1440 x 2960 Pixels), 6,3 inches",Android v7.1 Nougat,2 Camera 12MP + 12MP (Telephoto),8 MP,Exynos 8895 (10nm),6 GB,64GB - 128GB - 256GB,2 SIM - 2 Sóng,"3300 mAh, sạc nhanh 15W",Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/samsung-galaxy-s9-ice-blue.jpg,4.750.000 ₫,Samsung Galaxy S9 (2 SIM) Cũ,0969.120.120,https://mobilecity.vn/samsung/samsung-galaxy-s9-2-sim.html,60 đánh giá và hỏi đáp,Samsung,"Super AMOLED, HDR10","5.8 inches, QHD+ (1440 x 2906 pixels)",Corning Gorilla Glass 5,Always-on display,"Android 8.0 (Oreo), có thể nâng lên Android 10, One UI 2.5","12 MP, f/1.5-2.4 26mm (góc rộng), dual pixel PDAF, OIS","Quay phim 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR, stereo sound rec., gyro-EIS & OIS (30fps)","8 MP, f/1.7, 25mm (góc rộng), AF",Quay phim 1440p@30fps,Exynos 9810 (10 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/samsung-galaxy-note-8-cu-tim.jpg,4.650.000 ₫,Samsung Galaxy Note 8 cũ,0969.120.120,https://mobilecity.vn/samsung/samsung-galaxy-note-8-cu.html,199 đánh giá và hỏi đáp,Samsung,"Super AMOLED, QHD+ (1440 x 2560 Pixels), 6.3 inches",Android v7.1 Nougat,Dual 12 MP,8 MP,Exynos 8895 (10nm),6 GB,64GB - 128GB - 256GB,1 SIM,"3300 mAh, sạc nhanh 15W",Thiết kế nam tính
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/w300/samsung-galaxy-a22-2.jpg,4.450.000 ₫,Samsung Galaxy A22 chính hãng,0969.120.120,https://mobilecity.vn/samsung/samsung-galaxy-a22.html,0 đánh giá và hỏi đáp,Samsung,"Super AMOLED, 90Hz","6.4 inches HD+ (720 x 1600 pixels), tỉ lệ 209","Android 11, One UI Core 3.1","48 MP, f/1.8 (góc rộng)","8 MP, f/2.2 (góc siêu rộng 123 độ)","2 MP, f/2.4 ( cảm biến lấy nét cận cảnh)","2 MP, f/2.4 (cảm biến đo chiều sâu trường ảnh)",Quay phim 1080p@30fps,"13 MP, f/2.2, (góc rộng)",Quay phim 1080p@30fps
