pathImg,option,price,title,hot_line,url,point,rating_total,producer,Hệ điều hành,Màn hình,Mặt kính cảm ứng,Màn hình rộng,Độ phân giải,ram,memory,CPU,chip,Camera Sau,Camera trước,Thẻ sim,Thẻ nhớ ngoài,Dung lượng pin,Màu sắc,Bluetooth,color
"{'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-midnight.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pink_1648800188_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-red (2)_1648800188_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-starlight_1648800188_1.jpg', 'https://24hstore.vn/images/products/2022/04/27/original/iphone-13-64gb-cu.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-blue_1648800188_1.jpg'}",128 GB,16.390.000đ,iPhone 13 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/apple-iphone-13-cu/iphone-13-128gb-cu-p6117,4.4,5 đánh giá,iPhone (Apple),iOS 15,"Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.1 inch chiếm khoảng 87.1% thân máy,"1170 x 2532 pixels, 19.59",4GB,128GB,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","12 MP, f/2.2, 23mm wide, 1/3.6","4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR up to XXfps, stereo sound rec",,1 SIM Nano-SIM và/hoặc eSIM hoặc 2 SIM 2 Nano-SIM,,"5.0, A2DP, LE",Xanh
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-den-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh-la-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-256gb-hong.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-trang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-do-256gb.jpg'}",256 GB,21.390.000đ,iPhone 13 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13/iphone-13-256gb-p5907,5,2 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.1 inch chiếm khoảng 87.1% thân máy,"1170 x 2532 pixels, 19.59",457 ppi,4GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Xanh,Đen,Hồng,Đỏ,Trắng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/04/23/original/iPhone-12-pro-128gb.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-12-pro-den-1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-silver.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-gold.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-blue.jpg'}",128 GB,16.790.000đ,iPhone 12 Pro 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-cu/iphone-12-pro-cu-p5675,5,6 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2","1170 x 2532 pixels, 19.59",460 ppi,6GB,128GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.0","Bạc,Vàng Đồng,Xanh"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone-13-pro-max-vna.jpg'}",128 GB,26.590.000đ,iPhone 13 Pro Max 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-p5858,4.7,30 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Bạc,Xanh,Than Chì,Vàng Đồng,Xanh Lá"
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-silver_1611903069_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-graphite_1611903069_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-gold_1611903069_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-blue_1611903069_1.jpg'}",512 GB,21.990.000đ,iPhone 12 Pro 512GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-cu/iphone-12-pro-512gb-cu-p5673,5,1 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2","1170 x 2532 pixels, 19.59",460 ppi,6GB,512GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.0","Vàng Đồng,Than Chì,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-512gb.jpg'}",512 GB,31.990.000đ,iPhone 13 Pro 512GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-512gb-p5912,5,1 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,512GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-512gb.jpg'}",512GB,34.390.000đ,iPhone 13 Pro Max 512GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,5,1 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,512GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Bạc,Xanh,Than Chì,Vàng Đồng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/16/original/iphone-13-pro-max-den_1655373477_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-256gb.jpg'}",256 GB,27.990.000đ,iPhone 13 Pro Max 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-256gb-p5914,5,6 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF",Xanh
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-128gb.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-13-pro-1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-128gb.jpg', 'https://24hstore.vn/images/products/2022/01/25/original/iP-12-Pro-128GB.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone-13-pro.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-128gb.jpg'}",128 GB,23.990.000đ,iPhone 13 Pro 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-p5857,4.8,6 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone-13-pro-max-vna.jpg'}",128 GB,26.590.000đ,iPhone 13 Pro Max 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-p5858,4.7,30 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Bạc,Xanh,Than Chì,Vàng Đồng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-256gb.jpg'}",256 GB,26.990.000đ,iPhone 13 Pro 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-256gb-p5911,5,1 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/16/original/iphone-13-pro-max-den_1655373477_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-256gb.jpg'}",256 GB,27.990.000đ,iPhone 13 Pro Max 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-256gb-p5914,5,6 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF",Xanh
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue_1611903816_1.jpg'}",256 GB,21.090.000đ,iPhone 12 Pro Max 256GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-256gb-cu-p5680,5,2 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner",Xanh
"{'https://24hstore.vn/images/products/2021/03/16/original/iPhone-12-pro-max-chinh-hang-gia-re.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold.jpg', 'https://24hstore.vn/images/products/2022/03/28/original/iP-12-Pro-max-2.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver.jpg'}",128 GB,19.490.000đ,iPhone 12 Pro Max 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-cu-p5681,5,1 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner","Bạc,Than Chì,Xanh,Vàng Đồng"
"{'https://24hstore.vn/images/products/2021/03/16/original/iPhone-12-pro-max-chinh-hang-gia-re.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold.jpg', 'https://24hstore.vn/images/products/2022/03/28/original/iP-12-Pro-max-2.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver.jpg'}",128 GB,19.490.000đ,iPhone 12 Pro Max 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-cu-p5681,5,1 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner","Bạc,Than Chì,Xanh,Vàng Đồng"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-128gb-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-128gb-do.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-128gb-tim.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-128gb-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12_1655866017_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12-128gb-den.jpg'}",128 GB,17.690.000đ,iPhone 12 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-12/iphone-12-128gb-p5413,4.5,15 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Đen, Trắng, Đỏ, Xanh Lá, Xanh Navy","Super Retina XDR OLED, HDR10, 625 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2 chiếm khoảng 86.0% thân máy","1170 x 2532 pixels, 19.59",460 ppi,4GB,128GB,Không,Apple A14 Bionic 5nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4","Đỏ,Xanh Navy,Xanh Lá,Trắng,Đen"
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-graphite_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-gold_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-silver_1611903816_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-max-blue_1611903816_1.jpg'}",256 GB,21.090.000đ,iPhone 12 Pro Max 256GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-max-cu/iphone-12-pro-max-256gb-cu-p5680,5,2 đánh giá,iPhone (Apple),iOS 14,2020,160.8 x 78.1 x 7.4 mm 6.33 x 3.07 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.7 inches, 109.8 cm2 chiếm khoảng 87.4% thân máy","1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.2, quét độ sâu TOF 3D LiDAR scanner",Xanh
"{'https://24hstore.vn/images/products/2022/06/24/original/iPhone-12-chinh-hang-gia-re.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (3).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (4).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (5).jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (1).jpg', 'https://24hstore.vn/images/products/2022/03/25/original/3.png', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-12 (2).jpg'}",64 GB,15.590.000đ,iPhone 12 64GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-12/iphone-12-p5139,4.8,30 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Đen, Trắng, Đỏ, Xanh Lá, Xanh Navy","Super Retina XDR OLED, HDR10, 625 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2 chiếm khoảng 86.0% thân máy","1170 x 2532 pixels, 19.59",460 ppi,4GB,64GB,Không,Apple A14 Bionic 5nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4","Đỏ,Xanh Navy,Xanh Lá,Trắng,Đen,Tím"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-trang.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-hong.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-do.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh-la.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-13-blue-1.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone- 13-vna.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-den.jpg'}",128 GB,18.590.000đ,iPhone 13 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13/iphone-13-p5288,4.6,35 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.1 inch chiếm khoảng 87.1% thân máy,"1170 x 2532 pixels, 19.59",457 ppi,4GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Trắng,Đỏ,Hồng,Đen,Xanh,Xanh Lá"
